,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
34,DH-MOTM-Poster-April-2023.pdf,0,4,"gepotidacin 
bacterial topoisomerase
oral BID antibacterial Type II topoisomerase inhibito
Ph. III for uncomplicated UTIs
from unbiased antibacterial screen + opt.
ECCMID, April 2023
GLAXO (GSK), STEVENAGE, UK",gepotidacin ,bacterial topoisomerase,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,"InChI=1S/C24H28N6O3/c31-22-4-3-20-24-29(22)15-19(30(24)23(32)13-27-20)14-28-7-5-17(6-8-28)25-11-18-10-16-2-1-9-33-21(16)12-26-18/h3-4,10,12-13,17,19,25H,1-2,5-9,11,14-15H2/t19-/m1/s1",PZFAZQUREQIODZ-LJQANCHMSA-N,True
35,DH-MOTM-Poster-April-2023.pdf,0,5,"CFT1946
BRAFV600X
oral mutant-selective BRAFV600X degrader
Ph. I for BRAF-driven cancers
from CRBN-based E3 recruiter + vemurafenib
AACR, April 2023
C4 THERAPEUTICS, WATERTOWN, MA",CFT1946,BRAFV600X,CCN(C)S(=O)(=O)NC1=CC=C(C(=C1C#N)OC2=CC3=C(C=C2)N=CN([C@@H]4CC5(CCN(CC5)C(=O)CC6(CCN(CC6)C7=C(C=C8C(=C7)N(C)N=C8N9CCC(=O)NC9=O)F)O)OC4)C3=O)F,"InChI=1S/C45H49F2N11O9S/c1-4-53(2)68(64,65)52-35-8-6-32(46)40(31(35)24-48)67-28-5-7-34-29(19-28)42(61)58(26-49-34)27-22-45(66-25-27)12-17-56(18-13-45)39(60)23-44(63)10-15-55(16-11-44)37-21-36-30(20-33(37)47)41(51-54(36)3)57-14-9-38(59)50-43(57)62/h5-8,19-21,26-27,52,63H,4,9-18,22-23,25H2,1-3H3,(H,50,59,62)/t27-/m1/s1",OCDRMYDQTIPVOI-HHHXNRCGSA-N,True
36,DH-MOTM-Poster-April-2023.pdf,0,6,"IOA-244
PI3Kd
oral QD non-competitive PI3Kd inhibitor
Ph. I in metastatic cancers
from focused kinase inhibitor screen (60K cmpds) 
+ opt.
Cancer Res. Commun., April 14, 2023",IOA-244,PI3Kd,O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1,"InChI=1S/C26H27FN4O5S/c27-22-3-1-2-20-24-21(17-37(33,34)25(20)22)23(26(32)30-10-14-36-15-11-30)28-31(24)19-6-4-18(5-7-19)16-29-8-12-35-13-9-29/h1-7H,8-17H2",NFHSJYKXENYICE-UHFFFAOYSA-N,True
37,DH-MOTM-Poster-April-2023.pdf,0,7,"ARV-766
AR
oral AR-degrading PROTAC
Ph. II for adv. prostate cancer
from CRBN-based E3 recruiter + AR ligand
AACR, April 2023
ARVINAS, NEW HAVEN, CT",ARV-766,AR,COc1cc(OC2C(C)(C)C(NC(=O)c3ccc(N4CCC(CN5CCN(c6ccc(C(=O)N[C@H]7CCC(=O)NC7=O)c(F)c6)CC5)CC4)cc3)C2(C)C)ccc1C#N,"InChI=1S/C45H54FN7O6/c1-44(2)42(45(3,4)43(44)59-33-12-8-30(26-47)37(25-33)58-5)50-39(55)29-6-9-31(10-7-29)52-18-16-28(17-19-52)27-51-20-22-53(23-21-51)32-11-13-34(35(46)24-32)40(56)48-36-14-15-38(54)49-41(36)57/h6-13,24-25,28,36,42-43H,14-23,27H2,1-5H3,(H,48,56)(H,50,55)(H,49,54,57)/t36-,42?,43?/m0/s1",RDPPBRKNBBXPNZ-PJXMSJPKSA-N,True
38,DH-MOTM-Poster-April-2023.pdf,0,8,"difamilast
PDE4B
topical PDE4 inhibitor
marketed in Japan
PDE4B subtype-selective inhibitor; discovery 
not disclosed
JPET, April 11, 2023",difamilast,PDE4B,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,"InChI=1S/C23H24F2N2O5/c1-4-29-18-8-6-5-7-17(18)21(28)26-12-16-13-30-22(27-16)15-9-10-19(32-23(24)25)20(11-15)31-14(2)3/h5-11,13-14,23H,4,12H2,1-3H3,(H,26,28)",VFBILHPIHUPBPZ-UHFFFAOYSA-N,True
39,DH-MOTM-Poster-April-2023.pdf,0,9,"navoximod 
IDO
oral IDO1 inhibitor
Ph. I completed (50-800 mg) for cancer
from phenylimidazole + SBDD
JPET, April 14, 2023
NEWLINK / GENENTECH",navoximod ,IDO,[H][C@]1([C@H](O)C[C@H]2c3c(F)cccc3-c3cncn32)CC[C@H](O)CC1,"InChI=1S/C18H21FN2O2/c19-14-3-1-2-13-16-9-20-10-21(16)15(18(13)14)8-17(23)11-4-6-12(22)7-5-11/h1-3,9-12,15,17,22-23H,4-8H2/t11-,12-,15-,17+/m0/s1",YGACXVRLDHEXKY-WXRXAMBDSA-N,True
40,DH-MOTM-Poster-May2023.pdf,0,0,"fenebrutinib
BTK
oral BTK inhibitor 
Ph. III for multiple sclerosis 
from ATP site-directed compound 
libraries + optimization 
Clinical data release, May 16, 2023",fenebrutinib,BTK,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,"InChI=1S/C37H44N8O4/c1-23-18-42(27-21-49-22-27)9-10-43(23)26-5-6-33(39-17-26)40-30-13-25(19-41(4)35(30)47)28-7-8-38-34(29(28)20-46)45-12-11-44-31(36(45)48)14-24-15-37(2,3)16-32(24)44/h5-8,13-14,17,19,23,27,46H,9-12,15-16,18,20-22H2,1-4H3,(H,39,40)/t23-/m0/s1",WNEODWDFDXWOLU-QHCPKHFHSA-N,True
41,DH-MOTM-Poster-May2023.pdf,0,1,"oral reversible pan-KRAS inhibitor 
oral activity in xenograft models (10-90 mpk BID) 
from prior covalent KRAS(G12C) inhibitor 
Nature, May 31, 2023 
BI-2493
pan-KRAS",oral reversible pan-KRAS inhibitor ,oral activity in xenograft models (10-90 mpk BID) ,C[C@H]1CNCCN1c1nccc(-c2noc3c2CCC[C@@]32CCCc3sc(N)c(C#N)c32)n1,"InChI=1S/C24H27N7OS/c1-14-13-27-10-11-31(14)23-28-9-6-17(29-23)20-15-4-2-7-24(21(15)32-30-20)8-3-5-18-19(24)16(12-25)22(26)33-18/h6,9,14,27H,2-5,7-8,10-11,13,26H2,1H3/t14-,24-/m0/s1",PVOYBVVIBNPTPJ-BSEYFRJRSA-N,False
42,DH-MOTM-Poster-May2023.pdf,0,2,"PF-07054894  
CCR6
oral, insurmountable, selective CCR6 antagonist 
Ph. I in HV completed, in Ph. I for ulcerative colitis 
from directed screening for novel negative 
allosteric modulators 
J. Pharm. Exp. Ther., May 4, 2023 ",PF-07054894  ,CCR6,Cc1cn(C)nc1[C@H](Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O)C1(C)CCCC1,"InChI=1S/C24H30N6O4/c1-13-12-30(5)28-15(13)22(24(2)9-6-7-10-24)27-17-16(20(32)21(17)33)26-14-8-11-25-18(19(14)31)23(34)29(3)4/h8,11-12,22,27,31H,6-7,9-10H2,1-5H3,(H,25,26)/t22-/m0/s1",WZBSYWCLIMRAHO-QFIPXVFZSA-N,True
43,DH-MOTM-Poster-May2023.pdf,0,3,"ziritaxestat
ATX
oral ATX inhibitor 
negative outcomes in Ph. III in IPF (200-600 mg QD) 
from HTS and optimization 
JAMA, May 9, 2023 
GALAPAGOS SASU, ROMAINVILLE, FR",ziritaxestat,ATX,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,"InChI=1S/C30H33FN8O2S/c1-4-24-29(35(3)30-34-27(25(14-32)42-30)20-5-7-21(31)8-6-20)39-15-22(13-19(2)28(39)33-24)37-11-9-36(10-12-37)18-26(41)38-16-23(40)17-38/h5-8,13,15,23,40H,4,9-12,16-18H2,1-3H3",REQQVBGILUTQNN-UHFFFAOYSA-N,True
44,DH-MOTM-Poster-May2023.pdf,0,4,"OBI-3424 
AKR1C3-activated prodrug
IV AKR1C3-activated cytotoxin prodrug 
Ph. I/II in advanced solid tumors 
prodrug of DNA cross-linking agent 
Br. J. Cancer, May 12, 2023 ",OBI-3424 ,AKR1C3-activated prodrug,C[C@@H](OP(=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2cccc(C(=O)N(C)C)c2)c1,"InChI=1S/C21H25N4O6P/c1-15(31-32(29,23-9-10-23)24-11-12-24)16-7-8-19(25(27)28)20(14-16)30-18-6-4-5-17(13-18)21(26)22(2)3/h4-8,13-15H,9-12H2,1-3H3/t15-/m1/s1",NWGZZGNICQFUHV-OAHLLOKOSA-N,True
45,DH-MOTM-Poster-May2023.pdf,0,5,"TAK-994
OX2R
oral, brain-penetrant OX2R agonist 
Ph. II for narcolepsy; discontinued for safety signal 
from prior OX2R agonists derived from HTS 
J. Pharm. Exp. Ther., May 17, 2023 
TAKEDA, FUJISAWA, JP",TAK-994,OX2R,[H][C@]1(NS(C)(=O)=O)CCN(C(=O)C(C)(C)O)[C@@]1([H])Cc1cccc(-c2cc(F)cc(F)c2)c1F,"InChI=1S/C22H25F3N2O4S/c1-22(2,29)21(28)27-8-7-18(26-32(3,30)31)19(27)11-13-5-4-6-17(20(13)25)14-9-15(23)12-16(24)10-14/h4-6,9-10,12,18-19,26,29H,7-8,11H2,1-3H3/t18-,19-/m0/s1",VOSAWOSMGPKQEQ-OALUTQOASA-N,True
46,DH-MOTM-Poster-May2023.pdf,0,6,"ritlecitinib
JAK3/TEC
oral, dual JAK3/TEC kinase inhibitor 
Ph. III for alopecia areata 
structure-based design from tofacitinib 
The Lancet, May 6, 2023 
PFIZER, GROTON, CT",ritlecitinib,JAK3/TEC,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,"InChI=1S/C15H19N5O/c1-3-13(21)20-8-11(5-4-10(20)2)19-15-12-6-7-16-14(12)17-9-18-15/h3,6-7,9-11H,1,4-5,8H2,2H3,(H2,16,17,18,19)/t10-,11+/m0/s1",CBRJPFGIXUFMTM-WDEREUQCSA-N,True
47,DH-MOTM-Poster-May2023.pdf,0,7,"LY03005
triple reuptake inhibitor
oral serotonin-norepinephrine-dopamine 
reuptake inhibitor 
approved in China for major depressive disorder 
from serotinin-norepinephrine reuptake 
inhibitor, desvenlafaxine ",LY03005,triple reuptake inhibitor,Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1,"InChI=1S/C24H31NO3/c1-18-7-9-20(10-8-18)23(26)28-21-13-11-19(12-14-21)22(17-25(2)3)24(27)15-5-4-6-16-24/h7-14,22,27H,4-6,15-17H2,1-3H3",QKYBZJLEMOZFFU-UHFFFAOYSA-N,True
48,DH-MOTM-Poster-May2023.pdf,0,8,"TP0472993
20-HETE
oral 20-hydroxyeicosatetraenoic acid 
synthesis inhibitor 
preclinical efficacy in mouse kidney fibrosis model 
from in-house screen and optimization 
J. Pharm. Exp. Ther., May 4, 2023 ",TP0472993,20-HETE,CC(=O)N1CCC(COc2ccc(-c3ccn[nH]3)nc2)CC1,"InChI=1S/C16H20N4O2/c1-12(21)20-8-5-13(6-9-20)11-22-14-2-3-15(17-10-14)16-4-7-18-19-16/h2-4,7,10,13H,5-6,8-9,11H2,1H3,(H,18,19)",GNQGSUOEYQIORN-UHFFFAOYSA-N,True
49,DH-MOTM-Poster-May2023.pdf,0,9,"VK2809 
THR-beta
oral THR agonist prodrug 
positive Ph. II data in NASH 
thyroid hormone mimetic prodrug 
Clinical data release, May 16, 2023 
METABASIS, CA / VIKING THERAPEUTICS, CA",VK2809 ,THR-beta,CC(C)C1=CC(=CC=C1O)CC2=C(C)C=C(C=C2C)OC[P@@]3(=O)OCC[C@@H](C4=CC=CC(=C4)Cl)O3,"InChI=1S/C28H32ClO5P/c1-18(2)25-14-21(8-9-27(25)30)15-26-19(3)12-24(13-20(26)4)32-17-35(31)33-11-10-28(34-35)22-6-5-7-23(29)16-22/h5-9,12-14,16,18,28,30H,10-11,15,17H2,1-4H3/t28-,35+/m0/s1",LGGPZDRLTDGYSQ-JADSYQMUSA-N,True
50,DH-MOTM-Poster-June2023.pdf,0,0,"orforglipron
GLP-1R
oral non-peptide GLP-1R agonist
Ph. III for obesity + type 2 diabetes 
from LLC-PK1 cell HTS + opt
N. Engl. J. Med., June 23, 2023",orforglipron,GLP-1R,Cc1cc(-n2nc3c(c2-n2ccn(-c4ccc5c(cnn5C)c4F)c2=O)[C@H](C)N(C(=O)c2cc4cc([C@H]5CCOC(C)(C)C5)ccc4n2[C@@]2(c4noc(=O)[nH]4)C[C@@H]2C)CC3)cc(C)c1F,"InChI=1S/C48H48F2N10O5/c1-25-18-32(19-26(2)40(25)49)60-42(58-16-15-57(46(58)63)37-11-10-36-33(41(37)50)24-51-55(36)7)39-28(4)56(14-12-34(39)53-60)43(61)38-21-31-20-29(30-13-17-64-47(5,6)23-30)8-9-35(31)59(38)48(22-27(48)3)44-52-45(62)65-54-44/h8-11,15-16,18-21,24,27-28,30H,12-14,17,22-23H2,1-7H3,(H,52,54,62)/t27-,28-,30-,48-/m0/s1",USUWIEBBBWHKNI-KHIFEHGGSA-N,True
51,DH-MOTM-Poster-June2023.pdf,0,1,"oral GLP-1-RA full agonist
obesity Ph. IIb, 2.5-120 mg QD, T2D Ph. II, 40-200 mg 
from sensitized cell HTS of 2.8M cmpds + opt.
Press release, June 26, 2023
danuglipron
GLP-1R",oral GLP-1-RA full agonist,"obesity Ph. IIb, 2.5-120 mg QD, T2D Ph. II, 40-200 mg ",N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,"InChI=1S/C31H30FN5O4/c32-25-14-20(16-33)4-5-23(25)19-41-30-3-1-2-26(35-30)21-8-11-36(12-9-21)18-29-34-27-7-6-22(31(38)39)15-28(27)37(29)17-24-10-13-40-24/h1-7,14-15,21,24H,8-13,17-19H2,(H,38,39)/t24-/m0/s1",HYBAKUMPISVZQP-DEOSSOPVSA-N,True
52,DH-MOTM-Poster-June2023.pdf,0,2,"vorasidenib  
IDH1/2
oral first-in-class dual IDH1/IDH2 inhibitor
efficacy in Ph. III for mIDH grade 2 gliomas, 40 mg QD
from SBDD of prior mIDH inhibitor
N. Engl. J. Med., June 4, 2023
AGIOS, CAMBRIDGE; SERVIER, BOSTON, MA ",vorasidenib  ,IDH1/2,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,"InChI=1S/C14H13ClF6N6/c1-6(13(16,17)18)22-11-25-10(8-4-3-5-9(15)24-8)26-12(27-11)23-7(2)14(19,20)21/h3-7H,1-2H3,(H2,22,23,25,26,27)/t6-,7-/m1/s1",QCZAWDGAVJMPTA-RNFRBKRXSA-N,True
53,DH-MOTM-Poster-June2023.pdf,0,3,"atrasentan
ETAR
oral ETA receptor antagonist
Ph. III for IgAN, 0.75 mg QD, Ph. II in Alport Syndrome
ligand-based design from prior ETAR antagonists
Acquisition announcement, June 12, 2023
ABBOTT LABS / CHINOOK THERAPEUTICS ",atrasentan,ETAR,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,"InChI=1S/C29H38N2O6/c1-4-6-14-30(15-7-5-2)26(32)18-31-17-23(21-10-13-24-25(16-21)37-19-36-24)27(29(33)34)28(31)20-8-11-22(35-3)12-9-20/h8-13,16,23,27-28H,4-7,14-15,17-19H2,1-3H3,(H,33,34)/t23-,27-,28+/m1/s1",MOTJMGVDPWRKOC-QPVYNBJUSA-N,True
54,DH-MOTM-Poster-June2023.pdf,0,4,"lirafugratinib
FGFR2
oral covalent FGFR2 inhibitor
Ph. II for cholangiocarcinoma
from rational design with MD simulations
Cancer Discov., June 4, 2023",lirafugratinib,FGFR2,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1,"InChI=1S/C28H24FN7O2/c1-15(2)27(37)35-19-8-5-17(6-9-19)24-22(23-25(30)32-14-33-26(23)36(24)4)18-7-10-21(20(29)13-18)38-28-31-12-11-16(3)34-28/h5-14H,1H2,2-4H3,(H,35,37)(H2,30,32,33)",XOQVZSSDIQQUGO-UHFFFAOYSA-N,True
55,DH-MOTM-Poster-June2023.pdf,0,5,"FLX475
CCR4
oral CCR4 antagonist
Ph. II for immune oncology, 100 mg QD
from optimization of prior CCR4 ligands
J. Clin. Oncol., June 1, 2023 
RAPT THERAPEUTICS, SO. SAN FRANCISCO, CA",FLX475,CCR4,C[C@H](c1ccc(Cl)cc1Cl)n1nc(C(F)(F)F)c2ncc(N3CC([C@H]4CCCN(CCO)C4)C3)nc21,"InChI=1S/C24H27Cl2F3N6O/c1-14(18-5-4-17(25)9-19(18)26)35-23-21(22(32-35)24(27,28)29)30-10-20(31-23)34-12-16(13-34)15-3-2-6-33(11-15)7-8-36/h4-5,9-10,14-16,36H,2-3,6-8,11-13H2,1H3/t14-,15+/m1/s1",AKSVALRPYDVQBS-CABCVRRESA-N,True
56,DH-MOTM-Poster-June2023.pdf,0,6,"PCO371
PTH1R
oral PTH1R agonist
preclinical for parathyroid hormone disorders
functional screen vs. cells expressing hPTHR1 
Nature, June 7, 2023
CHUGAI, SHIZUOKA, JP ",PCO371,PTH1R,Cc1cc(N2C(=O)NC(=O)C2(C)C)cc(C)c1CCS(=O)(=O)N1CCC2(CC1)N=C(c1ccc(OC(F)(F)F)cc1)NC2=O,"InChI=1S/C29H32F3N5O6S/c1-17-15-20(37-26(40)34-24(38)27(37,3)4)16-18(2)22(17)9-14-44(41,42)36-12-10-28(11-13-36)25(39)33-23(35-28)19-5-7-21(8-6-19)43-29(30,31)32/h5-8,15-16H,9-14H2,1-4H3,(H,33,35,39)(H,34,38,40)",LDZJFVOUPUFOHX-UHFFFAOYSA-N,True
57,DH-MOTM-Poster-June2023.pdf,0,7,"GNE-7883
pan-TEAD
pan-TEAD inhibitor 
preclinical efficacy in xenograft models
from TEAD3-YAP HTS of >2M cmpds + opt.
Nature, June 5, 2023
GENENTECH, SOUTH SAN FRANCISCO, CA ",GNE-7883,pan-TEAD,Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1,"InChI=1S/C28H29FN6O2/c1-17-25(31-12-11-30-17)26-24(28(37)34-15-18(14-29)16-34)27-32-22(13-23(36)35(27)33-26)21-9-7-20(8-10-21)19-5-3-2-4-6-19/h7-13,18-19,32H,2-6,14-16H2,1H3",UNRTVIQQMJRQLZ-UHFFFAOYSA-N,False
58,DH-MOTM-Poster-June2023.pdf,0,8,"compound 13
DCAF1 ligand
DCAF1 binder 
preclinical, applied to targeted protein 
degradation
from HTS + optimization
ACS Med. Chem. Lett. June 2, 2023",compound 13,DCAF1 ligand,CC(=O)N1CCN(c2ccc3c(NCCN)nc(C4(c5ccc(Cl)cc5)CCCCC4)nc3c2)CC1,"InChI=1S/C28H35ClN6O/c1-20(36)34-15-17-35(18-16-34)23-9-10-24-25(19-23)32-27(33-26(24)31-14-13-30)28(11-3-2-4-12-28)21-5-7-22(29)8-6-21/h5-10,19H,2-4,11-18,30H2,1H3,(H,31,32,33)",GGEKTDCCHNVLNE-UHFFFAOYSA-N,False
59,DH-MOTM-Poster-June2023.pdf,0,9,"CT3 
topoisomerase II
irreversible trypanosomal topo. II inhibitor 
efficacy in Chagas and sleeping sickness models
from phenotypic screen against trypanosomes
Science, June 29, 2023
NOVARTIS (NITD), EMERYVILLE, CA / SINGAPORE ",CT3 ,topoisomerase II,N#Cc1ncn(CC(=O)N2Cc3ccc(-c4cc(F)cnc4C(F)(F)F)cc3C2)n1,"InChI=1S/C19H12F4N6O/c20-14-4-15(18(25-6-14)19(21,22)23)11-1-2-12-7-28(8-13(12)3-11)17(30)9-29-10-26-16(5-24)27-29/h1-4,6,10H,7-9H2",JDTWUDDOSHJEIZ-UHFFFAOYSA-N,True
60,DH-MOTM-Poster-July-2023-1.pdf,0,0,"omaveloxolone
Nrf2
oral, once-daily Nrf2 activator
approved to treat Friedreich's ataxia
from modification of oleanoic acid
Biogen Reata Acquisition, July 28, 2023",omaveloxolone,Nrf2,[H][C@@]12CC(C)(C)CC[C@]1(NC(=O)C(C)(F)F)CC[C@]1(C)[C@]2([H])C(=O)C=C2[C@@]3(C)C=C(C#N)C(=O)C(C)(C)[C@]3([H])CC[C@]21C,"InChI=1S/C33H44F2N2O3/c1-27(2)11-13-33(37-26(40)32(8,34)35)14-12-31(7)24(20(33)17-27)21(38)15-23-29(5)16-19(18-36)25(39)28(3,4)22(29)9-10-30(23,31)6/h15-16,20,22,24H,9-14,17H2,1-8H3,(H,37,40)/t20-,22-,24-,29-,30+,31+,33-/m0/s1",RJCWBNBKOKFWNY-IDPLTSGASA-N,True
61,DH-MOTM-Poster-July-2023-1.pdf,0,1,"oral KRAS inhibitor
Ph. I dose-escalation for metastatic solid tumors
from mRNA display library hit
J. Am. Chem. Soc., July 18, 2023
LUNA18
KRAS",oral KRAS inhibitor,Ph. I dose-escalation for metastatic solid tumors,[H]C12CCCN1C(=O)C(CCC1=CC(F)=C(C(F)(F)F)C(F)=C1)NC(=O)(=O)CN(C)C(=O)[CH]1(NCC34([H])C(CNCC)N356CC3NC(=O=C(C(N)[CH](C)(C)CC)N(C)[CH]C35(=O)N4C6)[CH]NC[CH]NCC[CH]NCC(CC)N(C)C(=O)C3(CCCC3)NC2=O)C2C3456=C78=C29%10(=C=32C73=C7%11%12(C)=C82=C32(C7)C%11=C49=C=%122=C5%10)C16,,,False
62,DH-MOTM-Poster-July-2023-1.pdf,0,2,"AZD4747  
KRASG12C
brain-penetrant KRASG12C inhibitor
initial discovery for KRASG12C-positive tumors
from structure-based drug design
J. Med. Chem., July 3, 2023
ASTRAZENECA, CAMBRIDGE, UK",AZD4747  ,KRASG12C,C=CC(=O)N1CCN2Cc3cc(C#CC)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,"InChI=1S/C24H22ClFN2O3/c1-3-6-15-11-16-12-27-9-10-28(20(30)4-2)13-17(27)14-31-24(16)23(26)21(15)22-18(25)7-5-8-19(22)29/h4-5,7-8,11,17,29H,2,9-10,12-14H2,1H3/t17-/m1/s1",CNQOLVBNICGIJB-QGZVFWFLSA-N,True
63,DH-MOTM-Poster-July-2023-1.pdf,0,3,"AEF0117
CB1
signaling-specific CB1 inhibitor
Ph. IIb for cannabis use disorder
from rational design of pregnenolone derivatives
Nat. Med., June 8, 2023
AELIS FARMA, BORDEAUX, FR",AEF0117,CB1,[H][C@@]12CC=C3C[C@@H](OCc4ccc(OC)cc4)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],"InChI=1S/C29H40O3/c1-19(30)25-11-12-26-24-10-7-21-17-23(32-18-20-5-8-22(31-4)9-6-20)13-15-28(21,2)27(24)14-16-29(25,26)3/h5-9,23-27H,10-18H2,1-4H3/t23-,24-,25+,26-,27-,28-,29+/m0/s1",AAZPIQPULVRHOW-SFKJMYEFSA-N,True
64,DH-MOTM-Poster-July-2023-1.pdf,0,4,"brigimadlin 
MDM2
oral MDM2-p53 PPI
Ph. II/III for DDLPS
designed from prior spirooxindoles
Cancer Discov., July 10, 2023",brigimadlin ,MDM2,[H][C@]12Cc3c4ccc(C(=O)O)c(C)c4nn3[C@@]1([H])[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1,"InChI=1S/C31H25Cl2FN4O3/c1-14-17(29(39)40)8-9-18-23-12-24-28(38(23)36-27(14)18)25(19-3-2-4-21(33)26(19)34)31(37(24)13-15-5-6-15)20-10-7-16(32)11-22(20)35-30(31)41/h2-4,7-11,15,24-25,28H,5-6,12-13H2,1H3,(H,35,41)(H,39,40)/t24-,25-,28+,31+/m0/s1",AMTXDBGKYPDTTA-SJVQGLCSSA-N,True
65,DH-MOTM-Poster-July-2023-1.pdf,0,5,"JNJ-54175446
P2X7R
P2X7R antagonist
Ph. II for major depressive disorder
from prior P2X7R CNS penetrating leads
Transl. Psychiatry, July 24, 2023",JNJ-54175446,P2X7R,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,"InChI=1S/C18H13ClF4N6O/c1-9-15-13(29(27-26-15)17-24-7-10(20)8-25-17)5-6-28(9)16(30)11-3-2-4-12(14(11)19)18(21,22)23/h2-4,7-9H,5-6H2,1H3/t9-/m1/s1",CWFVVQFVGMFTBD-SECBINFHSA-N,True
66,DH-MOTM-Poster-July-2023-1.pdf,0,6,"arazasetron
H4R + 5-HT3
oral H4R + 5-HT3 antagonist
positive results in Ph. IIa for sudden sensorineural 
hearing loss
besylated form of (R)-azasetron
Press Release, July 5, 2023",arazasetron,H4R + 5-HT3,CN1C(=O)COc2c(C(=O)N[C@H]3CN4CCC3CC4)cc(Cl)cc21,"InChI=1S/C17H20ClN3O3/c1-20-14-7-11(18)6-12(16(14)24-9-15(20)22)17(23)19-13-8-21-4-2-10(13)3-5-21/h6-7,10,13H,2-5,8-9H2,1H3,(H,19,23)/t13-/m0/s1",WUKZPHOXUVCQOR-ZDUSSCGKSA-N,True
67,DH-MOTM-Poster-July-2023-1.pdf,0,7,"JT001
NLRP3
NLRP3 inflammasome inhibitor
oral efficacy in models; related to Ph. I candidate 
GDC-2394
from MCC950 and opt. for lipophilic ligand efficacy
J. Pharmacol. Exp. Ther., August 1, 2023",JT001,NLRP3,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,"InChI=1S/C19H22N4O4S/c24-19(22-28(25,26)16-11-20-23-8-3-9-27-18(16)23)21-17-14-6-1-4-12(14)10-13-5-2-7-15(13)17/h10-11H,1-9H2,(H2,21,22,24)",KWSGPJCQWZMUQM-UHFFFAOYSA-N,True
68,DH-MOTM-Poster-July-2023-1.pdf,0,8,"acoramidis
TTR
oral TTR stabilizer
efficacy in Ph. III in ATTR-CM
hit from HTS for TTR ligands + opt.
Press Release, July 17, 2023
BRIDGEBIO, PALO ALTO, CA",acoramidis,TTR,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,"InChI=1S/C15H17FN2O3/c1-9-12(10(2)18-17-9)4-3-7-21-14-8-11(15(19)20)5-6-13(14)16/h5-6,8H,3-4,7H2,1-2H3,(H,17,18)(H,19,20)",WBFUHHBPNXWNCC-UHFFFAOYSA-N,True
69,DH-MOTM-Poster-July-2023-1.pdf,0,9,"KCL-286 
RARβ
oral RARβ agonist
efficacy data in Ph. I for spinal cord injury
ligand-based virtual screen + opt.
Br. J. Clin. Pharmacol., July 4, 2023
KING'S COLLEGE LONDON, LONDON, UK",KCL-286 ,RARβ,Cc1ccc(C)c2oc(-c3nc(-c4ccc(C(=O)O)cc4)no3)cc12,"InChI=1S/C19H14N2O4/c1-10-3-4-11(2)16-14(10)9-15(24-16)18-20-17(21-25-18)12-5-7-13(8-6-12)19(22)23/h3-9H,1-2H3,(H,22,23)",AVCXUODHLRZJJP-UHFFFAOYSA-N,True
