,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
36,MOTM-Infographic-April-2022-1.pdf,0,6,"compound 41 | WDR5
oral WDR5 inhibitor
pM Ki, nanomolar in cells
from FBDD, SBDD, and PK opt.
J. Med. Chem.
Vanderbilt University School of Medicine, 
Nashville, TN",compound 41 , WDR5,CCn1cc(-c2cc(Cn3ccnc3)cc3c2CCN([C@H](c2cc(C)ccn2)C2CC2)C3=O)c(C(F)(F)F)n1,"InChI=1S/C29H29F3N6O/c1-3-37-16-24(27(35-37)29(30,31)32)22-13-19(15-36-11-9-33-17-36)14-23-21(22)7-10-38(28(23)39)26(20-4-5-20)25-12-18(2)6-8-34-25/h6,8-9,11-14,16-17,20,26H,3-5,7,10,15H2,1-2H3/t26-/m0/s1",FFUQRXFVTVBZMZ-SANMLTNESA-N,True
37,MOTM-Infographic-April-2022-1.pdf,0,7,"DS69910557 | hPTHR1
oral hPTHR1 GPCR antagonist
calcium-lowering activity in rodent
scaffold-hopping from lit. starting point
Bioorg. Med. Chem.
Daiichi Sankyo, Tokyo, JP",DS69910557 , hPTHR1,CC1(C)C(=O)N(c2ccc(N3CC(F)(CN[C@@H]4CC[C@@H](C(=O)O)CC4)C3)cc2)c2cc(Cl)ccc2-c2cc(Cl)cnc21,"InChI=1S/C32H33Cl2FN4O3/c1-31(2)28-26(13-21(34)15-36-28)25-12-5-20(33)14-27(25)39(30(31)42)24-10-8-23(9-11-24)38-17-32(35,18-38)16-37-22-6-3-19(4-7-22)29(40)41/h5,8-15,19,22,37H,3-4,6-7,16-18H2,1-2H3,(H,40,41)/t19-,22-",JAOGFYSXDYNYSX-XYWHTSSQSA-N,False
38,MOTM-Infographic-April-2022-1.pdf,0,8,"compound 14 | HIV-1 protease
potent HIV-1 protease inhibitor
in vitro activity (IC50= 0.0071 μM, EC50= 0.86 μM)
from “pocket-to-lead” virtual screen and SBDD
J. Med. Chem.
Shionogi, Osaka, JP",compound 14 , HIV-1 protease,COc1ccc(CN2C[C@H](O)[C@@](CCC(C)C)(c3ccc(S(C)(=O)=O)cc3O[C@@H](C)CO)C2=O)cc1,"InChI=1S/C27H37NO7S/c1-18(2)12-13-27(23-11-10-22(36(5,32)33)14-24(23)35-19(3)17-29)25(30)16-28(26(27)31)15-20-6-8-21(34-4)9-7-20/h6-11,14,18-19,25,29-30H,12-13,15-17H2,1-5H3/t19-,25-,27+/m0/s1",QQVYMLIPGZJSRF-YDOVEJIGSA-N,True
39,MOTM-Infographic-April-2022-1.pdf,0,9,"compound 53 | STING
non-nucleotide STING agonist
novel mechanism for STING activation
from micromolar HTS hit
Nature
University of Texas Southwestern 
Medica Center, Dallas, TX",compound 53 , STING,CC1(C)C(=O)N(Cc2c(F)cccc2Cl)c2cc(C(=O)NCc3c(F)cc(F)cc3F)ccc21,"InChI=1S/C25H19ClF4N2O2/c1-25(2)17-7-6-13(23(33)31-11-15-20(29)9-14(27)10-21(15)30)8-22(17)32(24(25)34)12-16-18(26)4-3-5-19(16)28/h3-10H,11-12H2,1-2H3,(H,31,33)",OEBVYNULNKSONR-UHFFFAOYSA-N,True
40,MOTM-Infographic-MAY.pdf,0,0,"Pevonedistat | NEDD8-activating 
enzyme (NAE)
intravenous NEDD8-activating enzyme inhibitor
Ph. III candidate for oncology
from HTS and optimization
Drug Metab. Dispos.
Takeda, Lexington, MA",Pevonedistat , NEDD8-activating ,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,"InChI=1S/C21H25N5O4S/c22-31(28,29)30-11-14-9-15(10-19(14)27)26-8-7-17-20(23-12-24-21(17)26)25-18-6-5-13-3-1-2-4-16(13)18/h1-4,7-8,12,14-15,18-19,27H,5-6,9-11H2,(H2,22,28,29)(H,23,24,25)/t14-,15+,18-,19-/m0/s1",MPUQHZXIXSTTDU-QXGSTGNESA-N,True
41,MOTM-Infographic-MAY.pdf,0,1,"Compound 20 | α5-GABAA
oral α5-GABAA receptor NAM
oral efficacy in CIAS rodent models
scaffold hopping from literature starting point
J. Med. Chem.
Gedeon Richter, Budapest, HU",Compound 20 , α5-GABAA,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)CS(C)(=O)=O)C2,"InChI=1S/C22H22FN3O5S/c1-14-18(22(25-31-14)15-3-6-17(23)7-4-15)12-30-20-8-5-16-11-26(10-9-19(16)24-20)21(27)13-32(2,28)29/h3-8H,9-13H2,1-2H3",GTVLCHCOKLXHLY-UHFFFAOYSA-N,True
42,MOTM-Infographic-MAY.pdf,0,2,"NVP-CLR457 | pan-class IA PI3K
oral pan-class IA PI3K inhibitor
Ph. I in advanced solid tumors
opt. from previous clinical candidate
J. Med. Chem.
Novartis (NIBR), Basel, CH",NVP-CLR457 , pan-class IA PI3K,C[C@H]1OC(=O)N(c2cc(-c3cnc(N)nc3C(F)(F)F)nc(N3CCOCC3)n2)[C@H]1CO,"InChI=1S/C18H20F3N7O4/c1-9-12(8-29)28(17(30)32-9)13-6-11(24-16(25-13)27-2-4-31-5-3-27)10-7-23-15(22)26-14(10)18(19,20)21/h6-7,9,12,29H,2-5,8H2,1H3,(H2,22,23,26)/t9-,12+/m1/s1",IEYOHYVYEJVEJJ-SKDRFNHKSA-N,True
43,MOTM-Infographic-MAY.pdf,0,3,"TXA6101 | FtsZ
gram-negative FtsZ inhibitor
In vitro efficacy against E. coli
Literature starting point and opt
J. Antibiot.
TAXIS Pharmaceuticals, Monmouth Junction, NJ",TXA6101 , FtsZ,NC(=O)c1c(F)ccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)c(Br)o2)c1F,"InChI=1S/C18H10BrF5N2O3/c19-16-15(8-1-3-9(4-2-8)18(22,23)24)26-12(29-16)7-28-11-6-5-10(20)13(14(11)21)17(25)27/h1-6H,7H2,(H2,25,27)",ONGPJYSSZQHFBU-UHFFFAOYSA-N,True
44,MOTM-Infographic-MAY.pdf,0,4,"RLX-33 | RXFP3
intraperitoneal Relaxin-3/RXFP3 antagonist
in vivo efficacy in induced food intake rats models
from 19000 compound HTS and opt.
J. Med. Chem.
Research Triangle Institute, Durham, NC",RLX-33 , RXFP3,O=C(Nc1ccc(-c2nc(-c3ccc(Cl)cc3)no2)cc1)C1CC(=O)N(Cc2ccco2)C1,"InChI=1S/C24H19ClN4O4/c25-18-7-3-15(4-8-18)22-27-24(33-28-22)16-5-9-19(10-6-16)26-23(31)17-12-21(30)29(13-17)14-20-2-1-11-32-20/h1-11,17H,12-14H2,(H,26,31)",LTOAWFRZXVPHAJ-UHFFFAOYSA-N,False
45,MOTM-Infographic-MAY.pdf,0,5,"INCB13739 | 11β-HSD1
oral tissue-targeting 11β-HSD1 inhibitor
Ph. II in T2DM/obesity completed (QD)
scaffold-hopping from cortisone 
and prior 11β-HSD1 inh.
Bioorg. Med. Chem. Lett.
Incyte Research Institute, Wilmington, DE",INCB13739 , 11β-HSD1,CNC(=O)c1ccc(-c2ccc(C3(C(=O)N4CCC5(C4)OC(=O)c4ccccc45)CC3)cc2)cn1,"InChI=1S/C28H25N3O4/c1-29-24(32)23-11-8-19(16-30-23)18-6-9-20(10-7-18)27(12-13-27)26(34)31-15-14-28(17-31)22-5-3-2-4-21(22)25(33)35-28/h2-11,16H,12-15,17H2,1H3,(H,29,32)",BDQCDIWFPIDPQU-UHFFFAOYSA-N,True
46,MOTM-Infographic-MAY.pdf,0,6,"Compound 4e | p38α/β MAPK
inhaled p38α/β MAPK inhibitor
effective in the rat LPS-induced lung inflamm. model
SBDD and focus on slow dissociation kinetics
J. Med. Chem.
Chiesi Farmaceutici, Parma, IT",Compound 4e , p38α/β MAPK,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN(C)C)c4)c4ccccc43)cn12,"InChI=1S/C37H49N11O2/c1-25-11-9-10-18-46(25)36-42-41-33-17-14-27(24-47(33)36)50-31-16-15-30(28-12-7-8-13-29(28)31)39-35(49)40-34-21-32(37(2,3)4)43-48(34)26-22-38-45(23-26)20-19-44(5)6/h7-8,12-14,17,21-25,30-31H,9-11,15-16,18-20H2,1-6H3,(H2,39,40,49)/t25-,30-,31+/m0/s1",PPZSTJQLZOPKBO-LGXAAPQCSA-N,True
47,MOTM-Infographic-MAY.pdf,0,7,"MAGLi 432 | MAGL
CNS penetrant, intraperitoneal, reversible MAGL inh.
in vivo target engagement in brain but lack of efficacy
from opt. of a screening hit
bioRxiv
Roche, Basel, CH",MAGLi 432 , MAGL,[H][C@]12CC[C@H](c3ccc(Cl)cc3)CN1CCN(C(=O)c1cccc(OC)c1Br)C2,"InChI=1S/C22H24BrClN2O2/c1-28-20-4-2-3-19(21(20)23)22(27)26-12-11-25-13-16(7-10-18(25)14-26)15-5-8-17(24)9-6-15/h2-6,8-9,16,18H,7,10-14H2,1H3/t16-,18+/m0/s1",BKTASVDLNMGMFP-FUHWJXTLSA-N,True
48,MOTM-Infographic-MAY.pdf,0,8,"Sudapyridine (WX-081) | 
mycobacterial ATP-Synthase
oral ATP-synthase inhibitor
Ph. I candidate for pulmonary tuberculosis
toxicol. risk mitigation from prev. disclosed inhibitor
Bioorg. Med. Chem. Lett.
WuXi AppTec, Shanghai, CN",Sudapyridine (WX-081) , ,COc1ncc(-c2ccc(Cl)cc2)cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,"InChI=1S/C34H33ClN2O2/c1-37(2)21-20-34(38,31-15-9-13-25-10-7-8-14-29(25)31)32(26-11-5-4-6-12-26)30-22-27(23-36-33(30)39-3)24-16-18-28(35)19-17-24/h4-19,22-23,32,38H,20-21H2,1-3H3/t32-,34-/m1/s1",MMUCHWPQRGEHDV-ZFEZZJPFSA-N,False
49,MOTM-Infographic-MAY.pdf,0,9,"Dorzagliatin | Glucokinase
oral allosteric glucokinase activator
Ph. III candidate in T2DM
HbA1c reduction vs placebo
Nat. Med.
Hua Medicine, Shanghai, CN",Dorzagliatin , Glucokinase,CC(C)C[C@@H](C(=O)Nc1ccn(C[C@@H](O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,"InChI=1S/C22H27ClN4O5/c1-14(2)9-18(22(31)24-20-7-8-26(25-20)11-15(29)13-28)27-12-16(10-21(27)30)32-19-6-4-3-5-17(19)23/h3-8,10,14-15,18,28-29H,9,11-13H2,1-2H3,(H,24,25,31)/t15-,18+/m1/s1",HMUMWSORCUWQJO-QAPCUYQASA-N,True
50,MOTM-Infographic-JUNE.pdf,0,0,"Compound 23 | IL-17A
oral interleukin 17A modulator
favorable in vivo PK profile in multiple species
from a previous patent and SBDD
J. Med. Chem.
LEO Pharma Research & Early Development,
Ballerup, DK",Compound 23 , IL-17A,Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C(C)C)C(C2CC2)C2CC2)cc1,"InChI=1S/C27H34N6O2/c1-15(2)33-22(13-14-28-33)26(34)30-25(24(19-5-6-19)20-7-8-20)27(35)29-21-11-9-18(10-12-21)23-16(3)31-32-17(23)4/h9-15,19-20,24-25H,5-8H2,1-4H3,(H,29,35)(H,30,34)(H,31,32)/t25-/m0/s1",CQKVACARDGYEMU-VWLOTQADSA-N,True
51,MOTM-Infographic-JUNE.pdf,0,1,"BMS-986120 | PAR4
oral PAR4 antagonist
Ph. II completed in thrombosis (discontinued)
HTS, potency, and PK opt.
J. Med. Chem.
Bristol-Myers Squibb, Princeton, NJ",BMS-986120 , PAR4,COc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,"InChI=1S/C23H23N5O5S2/c1-13-17(25-21(34-13)27-4-6-31-7-5-27)12-32-18-8-14(29-2)9-19-15(18)10-20(33-19)16-11-28-22(24-16)35-23(26-28)30-3/h8-11H,4-7,12H2,1-3H3",MINMDCMSHDBHKG-UHFFFAOYSA-N,True
52,MOTM-Infographic-JUNE.pdf,0,2,"EZM0414 | SETD2
oral SETD2 Inhibitor
Ph. I candidate in oncology
in-house library screening and SBDD
ACS Med. Chem. Lett.
Epizyme Inc., Cambridge, MA",EZM0414 , SETD2,CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,"InChI=1S/C22H29FN4O2/c1-14-6-7-19(23)18-13-20(25-21(14)18)22(29)24-16-4-3-5-17(12-16)27-10-8-26(9-11-27)15(2)28/h6-7,13,16-17,25H,3-5,8-12H2,1-2H3,(H,24,29)/t16-,17+/m1/s1",PGNLXEBQMQHFNK-SJORKVTESA-N,True
53,MOTM-Infographic-JUNE.pdf,0,3,"DNL201 | LRRK2
oral LRRK2 kinase inhibitor
Ph. I completed in Parkinson’s Disease
HTS, SBDD, and CNS-focused opt.
Sci. Transl. Med.
Denali Therapeutics Inc., South San Francisco, CA",DNL201 , LRRK2,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F,"InChI=1S/C14H16F3N7/c1-8-10(6-24(23-8)13(2,3)7-18)21-12-20-5-9(14(15,16)17)11(19-4)22-12/h5-6H,1-4H3,(H2,19,20,21,22)",ZPPUMAMZIMPJGP-UHFFFAOYSA-N,True
54,MOTM-Infographic-JUNE.pdf,0,4,"Iclepertin | GlyT1
oral GlyT1 inhibitor
Ph. III candidate in schizophrenia
10 and 25 mg PO QD efficacy in CIAS improv.
J. Pharmacol. Exp. Ther.
Boehringer Ingelheim Pharma, Biberach 
an der Riss, DE",Iclepertin , GlyT1,[H][C@]12CN(C(=O)c3cc(S(C)(=O)=O)ccc3O[C@H](C)C(F)(F)F)C[C@@]1(c1cc(C(F)(F)F)on1)C2,"InChI=1S/C20H18F6N2O5S/c1-10(19(21,22)23)32-14-4-3-12(34(2,30)31)5-13(14)17(29)28-8-11-7-18(11,9-28)15-6-16(33-27-15)20(24,25)26/h3-6,10-11H,7-9H2,1-2H3/t10-,11+,18+/m1/s1",MYHDQTVHHMSLEF-DDBGAENHSA-N,True
55,MOTM-Infographic-JUNE.pdf,0,5,"BMS-986339 | FXR
oral nonbile acid FXR agonist
FGF15 induction in a BDL mouse model
SBDD
J. Med. Chem.
Biocon-Bristol Myers Squibb Research 
and Development Center, Bangalore, IN",BMS-986339 , FXR,CC(C)(C1=NC(=NO1)C23CCC(CC2)(CC3)CN(C4=CC=CC(=C4)C5=CC=C(C=C5)C(C)(C)O)C(=O)[C@H]6C[C@@](C6)(C(F)(F)F)O)F,"InChI=1S/C35H41F4N3O4/c1-30(2,36)29-40-28(41-46-29)33-15-12-32(13-16-33,14-17-33)21-42(27(43)24-19-34(45,20-24)35(37,38)39)26-7-5-6-23(18-26)22-8-10-25(11-9-22)31(3,4)44/h5-11,18,24,44-45H,12-17,19-21H2,1-4H3/t24-,32?,33?,34+",AEMZJBZKICOPPC-RNMMDBENSA-N,True
56,MOTM-Infographic-JUNE.pdf,0,6,"MK-0159 | CD38
oral CD38 inhibitor
in vivo efficacy in a murine model of cardiac I/R
from the previously disclosed inhibitor CD38i
J. Med. Chem. 
Mitobridge (an Astellas Company), Cambridge, MA",MK-0159 , CD38,COCCO[C@@H]1CC[C@@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,"InChI=1S/C20H24N4O3S/c1-26-8-9-27-14-4-2-13(3-5-14)23-20(25)16-10-17(18-11-21-12-28-18)24-19-15(16)6-7-22-19/h6-7,10-14H,2-5,8-9H2,1H3,(H,22,24)(H,23,25)/t13-,14-",JUVJFMVGYBBDKN-HDJSIYSDSA-N,False
57,MOTM-Infographic-JUNE.pdf,0,7,"TAS1553 | RNR
oral RNR subunit interaction inhibitor
Ph. I candidate in oncology
HTS and SBDD
Commun. Biol.
Taiho Pharmaceutical Co., Ltd., Tsukuba, JP",TAS1553 , RNR,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2C(N)=O)c2n[nH]c(=O)o2)c1C,"InChI=1S/C20H20ClFN4O5S/c1-9-4-6-14(22)16(10(9)2)11(3)17(19-24-25-20(28)31-19)26-32(29,30)15-7-5-12(21)8-13(15)18(23)27/h4-8,11,17,26H,1-3H3,(H2,23,27)(H,25,28)/t11-,17+/m1/s1",DUYRWEBTZNUILI-DIFFPNOSSA-N,True
58,MOTM-Infographic-JUNE.pdf,0,8,"NTQ1062 | Akt
oral Akt inhibitor
Ph. I in advanced solid tumors
scaffold hopping and PK opt.
J. Med. Chem.
Nanjing Chia-Tai Tianqing Pharmaceutical Co., 
Ltd., Nanjing, CN",NTQ1062 , Akt,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)[C@H]2C[C@H]21)c1ccc(Cl)cc1,"InChI=1S/C25H31ClN6O2/c1-14(2)27-12-18(16-4-6-17(26)7-5-16)25(34)32-9-8-31(19-11-20(19)32)24-22-15(3)10-21(33)30-23(22)28-13-29-24/h4-7,13-15,18-20,27H,8-12H2,1-3H3,(H,28,29,30,33)/t15-,18-,19+,20-/m1/s1",RXNPEQZHMGFNAY-GEALJGNFSA-N,True
59,MOTM-Infographic-JUNE.pdf,0,9,"Apararenone | MR
oral nonsteroidal MR antagonist
Ph. II candidate in DN and NASH (discontinued)
previous literature and hypothesis-driven opt.
J. Med. Chem.
Mitsubishi Tanabe Pharma Corporation, 
Yokohama, JP",Apararenone , MR,CC1(C)Oc2cc(NS(C)(=O)=O)ccc2N(c2ccc(F)cc2)C1=O,"InChI=1S/C17H17FN2O4S/c1-17(2)16(21)20(13-7-4-11(18)5-8-13)14-9-6-12(10-15(14)24-17)19-25(3,22)23/h4-10,19H,1-3H3",AZNHWXAFPBYFGH-UHFFFAOYSA-N,True
60,MOTM-Infographic-JULY.pdf,0,0,"Compound 33 | PKG1α
intravenous PKG1α activator
satisfactory in vivo rat PK profile
from 2.9 M compounds HTS, SBDD and opt
J. Med. Chem.
Merck & Co., Inc., South San Francisco, CA",Compound 33 , PKG1α,O=C(O)c1ccc(CN2CCC[C@H](O[C@H](CO)c3cc(Cl)cc(Cl)c3)[C@@H]2c2ccccc2)c([N+](=O)[O-])c1,"InChI=1S/C27H26Cl2N2O6/c28-21-11-20(12-22(29)14-21)25(16-32)37-24-7-4-10-30(26(24)17-5-2-1-3-6-17)15-19-9-8-18(27(33)34)13-23(19)31(35)36/h1-3,5-6,8-9,11-14,24-26,32H,4,7,10,15-16H2,(H,33,34)/t24-,25+,26-/m0/s1",REDPQDQMPNUDEP-NXCFDTQHSA-N,True
61,MOTM-Infographic-JULY.pdf,0,1,"RP-6306 | PKMYT1
oral PKMYT1 inhibitor
three Ph. I studies currently ongoing
initial screen of 560 known kinase inhibitors
J. Med. Chem.
Repare Therapeutics, Inc., Ville St- Laurent, CA",RP-6306 , PKMYT1,Cc1cc2c(C(N)=O)c(N)n(-c3c(C)ccc(O)c3C)c2nc1C,"InChI=1S/C18H20N4O2/c1-8-5-6-13(23)10(3)15(8)22-16(19)14(17(20)24)12-7-9(2)11(4)21-18(12)22/h5-7,23H,19H2,1-4H3,(H2,20,24)",ARBRHWRTXPWZGN-UHFFFAOYSA-N,True
62,MOTM-Infographic-JULY.pdf,0,2,"BLU-945 | EGFRT790M/C797S
oral EGFR mutant inhibitor
Ph. I/II candidate oncology
>25k compound library screening and opt
J. Med. Chem.
Blueprint Medicines, Cambridge, MA",BLU-945 , EGFRT790M/C797S,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,"InChI=1S/C28H37FN6O3S/c1-17(2)20-6-7-24(35-14-19(18(35)3)16-39(5,36)37)22-13-31-27(12-21(20)22)32-26-8-10-30-28(33-26)34-11-9-25(38-4)23(29)15-34/h6-8,10,12-13,17-19,23,25H,9,11,14-16H2,1-5H3,(H,30,31,32,33)/t18-,19-,23+,25-/m1/s1",LIMFPAAAIVQRRD-BCGVJQADSA-N,True
63,MOTM-Infographic-JULY.pdf,0,3,"SAGE-718 | NMDAR
oral NMDAR positive allosteric modulator
Ph. II candidate in neurology
from previously disclosed PAM and opt
J. Med. Chem.
Sage Therapeutics, Inc., Cambridge, MA",SAGE-718 , NMDAR,[H][C@@]12CC=C3C[C@@](C)(O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H]([C@H](C)CC[C@](C)(O)C(F)(F)F)CC[C@@]21[H],"InChI=1S/C27H43F3O2/c1-17(10-13-26(5,32)27(28,29)30)20-8-9-21-19-7-6-18-16-23(2,31)14-15-24(18,3)22(19)11-12-25(20,21)4/h6,17,19-22,31-32H,7-16H2,1-5H3/t17-,19+,20-,21+,22+,23+,24+,25-,26+/m1/s1",BVBRUQYHUXKZMQ-JNVAYQLDSA-N,True
64,MOTM-Infographic-JULY.pdf,0,4,"BI-4142 | HER2 exon 20 insertion
oral HER2 exon 20 mutants selective inhibitor
tumor regression in the HER2YVMA xenograft model
from 12k compounds in-house library screening 
and opt
Nat. Cancer
Boehringer Ingelheim RCV, Vienna, AT",BI-4142 , HER2 exon 20 insertion,C=CC(=O)N1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,"InChI=1S/C28H27N9O2/c1-4-25(38)36-9-11-37(12-10-36)28-29-15-22-26(34-28)27(31-16-30-22)33-19-5-8-24(18(2)13-19)39-20-6-7-23-21(14-20)32-17-35(23)3/h4-8,13-17H,1,9-12H2,2-3H3,(H,30,31,33)",JKBYBPNRTMHEGS-UHFFFAOYSA-N,False
65,MOTM-Infographic-JULY.pdf,0,5,"CHF-6366 | mAChRs & ADRB2
inhaled mAChR and ADRB2 agonist
Ph. I/II candidate in Asthma and COPD discontinued
soft drug design from previously disclosed lead 
MABA
J. Med. Chem.
Chiesi Farmaceutici S.p.A, Parma, IT",CHF-6366 , mAChRs & ADRB2,Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1,"InChI=1S/C42H48N6O8/c1-47-30(23-34(46-47)41(52)54-21-6-5-18-43-24-36(50)32-12-14-35(49)40-33(32)13-15-38(51)44-40)26-55-31-11-7-10-29(22-31)39(28-8-3-2-4-9-28)45-42(53)56-37-25-48-19-16-27(37)17-20-48/h2-4,7-15,22-23,27,36-37,39,43,49-50H,5-6,16-21,24-26H2,1H3,(H,44,51)(H,45,53)/t36-,37-,39-/m0/s1",YWSIONULMMKTSJ-UZGNFBRWSA-N,True
66,MOTM-Infographic-JULY.pdf,0,6,"Compound 3f | FXIa
oral Factor XIa inhibitor
IV efficacy in rabbit AV shunt model
from literature starting point and SBDD
J. Med. Chem.
Janssen Research & Development, L.L.C., Spring 
House, PA",Compound 3f , FXIa,Cn1nncc1-c1cnn([C@H](CCOC(F)F)c2ccc(-c3c(-n4cc(Cl)nn4)ccc(Cl)c3F)c[n+]2[O-])c1,"InChI=1S/C23H18Cl2F3N9O2/c1-34-19(9-29-32-34)14-8-30-35(10-14)16(6-7-39-23(27)28)17-4-2-13(11-37(17)38)21-18(5-3-15(24)22(21)26)36-12-20(25)31-33-36/h2-5,8-12,16,23H,6-7H2,1H3/t16-/m1/s1",BETDGMHNHGHORO-MRXNPFEDSA-N,True
67,MOTM-Infographic-JULY.pdf,0,7,"MRTX0902 | SOS1:KRASG12C PPI
oral brain-penetrant SOS1:KRASG12C PPI inhibitor 
efficacy in MIA PaCa-2 tumor mouse xenograft model 
from literature starting point and opt
J. Med. Chem.
Mirati Therapeutics, San Diego, CA",MRTX0902 , SOS1:KRASG12C PPI,Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,"InChI=1S/C22H24N6O/c1-14-17(12-23)5-4-6-18(14)15(2)25-22-19-11-21(28-7-9-29-10-8-28)24-13-20(19)16(3)26-27-22/h4-6,11,13,15H,7-10H2,1-3H3,(H,25,27)/t15-/m1/s1",ILPWEAHQRAWJIU-OAHLLOKOSA-N,True
68,MOTM-Infographic-JULY.pdf,0,8,"Compound 14 | NNMT
elective NNMT inhibitor
100-times higher inhibitory activity than 
original peptide
peptide library screening, de novo design and SBDD
J. Med. Chem.
Shionogi Pharmaceutical Research Center, ",Compound 14 , NNMT,Cc1ccc2c(c1)cc([C@H]1C[C@H](n3nc(C)cc3CN)CN1C(=O)c1cnc3[nH]c(C)cc3c1)n2Cc1ccc(Cl)cc1,"InChI=1S/C34H34ClN7O/c1-20-4-9-30-24(10-20)14-31(40(30)18-23-5-7-27(35)8-6-23)32-15-29(42-28(16-36)12-22(3)39-42)19-41(32)34(43)26-13-25-11-21(2)38-33(25)37-17-26/h4-14,17,29,32H,15-16,18-19,36H2,1-3H3,(H,37,38)/t29-,32+/m0/s1",LJMIMBZGIMDSPE-BHDXBOSCSA-N,False
69,MOTM-Infographic-JULY.pdf,0,9,"CC-99677 | MK2
oral, covalent MK2 inhibitor
Ph. II candidate in ankylosing spondylitis
from previously disclosed MK2 inhibitor and SBDD 
Transl Res
Bristol Myers Squibb, Princeton, NJ",CC-99677 , MK2,CCOCc1cnc(Cl)nc1Oc1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1,"InChI=1S/C22H20ClN5O3S/c1-3-30-10-12-9-25-22(23)28-21(12)31-16-7-4-13-14(27-16)5-6-15-17(13)18-19(32-15)20(29)26-11(2)8-24-18/h4-7,9,11,24H,3,8,10H2,1-2H3,(H,26,29)/t11-/m1/s1",PYOQIOLRFIRRSO-LLVKDONJSA-N,True
70,MOTM-Infographic-August-2022.pdf,0,0,"Compound 3 | KRASG12R
KRASG12R mutant-selective covalent inhibitor
privileged arginine-reactive functional group
from previously disclosed K-Ras inhibitors
J. Am. Chem. Soc.
UCSF, San Francisco, CA",Compound 3 , KRASG12R,CC(=O)C(O)(O)C(=O)N1[C@@H]2CC[C@H]1CN(c1nc(OCC34CCCN3CCC4)nc3c(F)c(-c4cccc5cccc(Cl)c45)ncc13)C2,"InChI=1S/C35H36ClFN6O5/c1-20(44)35(46,47)32(45)43-22-10-11-23(43)18-41(17-22)31-25-16-38-29(24-8-2-6-21-7-3-9-26(36)27(21)24)28(37)30(25)39-33(40-31)48-19-34-12-4-14-42(34)15-5-13-34/h2-3,6-9,16,22-23,46-47H,4-5,10-15,17-19H2,1H3/t22-,23+",WMJCHIKSTOQGGL-ZRZAMGCNSA-N,False
71,MOTM-Infographic-August-2022.pdf,0,1,"AZD4831 | MPO
oral MPO covalent inhibitor
Ph. IIb/III candidate in HFpEF
previous literature and selectivity opt
J. Med. Chem.
AstraZeneca, Gothenburg, SE",AZD4831 , MPO,C[C@@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,"InChI=1S/C15H15ClN4OS/c1-8(17)11-6-10(16)3-2-9(11)7-20-12-4-5-18-13(12)14(21)19-15(20)22/h2-6,8,18H,7,17H2,1H3,(H,19,21,22)/t8-/m1/s1",BHKKSKOHRFHHIN-MRVPVSSYSA-N,True
